input_text,product,quantity,price_satuan,pattern
pangsit ayam 3 bungkus ya pak [SEP] oke kak pangsit ayam harganya rp20rb totalnya 60k,pangsit ayam,3,20000,1
pesan 7 esteh taro medium ya [SEP] esteh taro medium 25 ribu ya kak jadi 175rb,esteh taro medium,7,25000,2
beli 3 brownies sekat kecil ya [SEP] oke brownies sekat kecil harga rp 49.000 total rp147rb ya kak,brownies sekat kecil,3,49000,2
7 classic latte nih [SEP] noted kak ditunggu ya,classic latte,7,-1,3
mau nasi goreng omelette jumlahnya 5 ya kak [SEP] oke siap kak,nasi goreng omelette,5,-1,3
"pesan pangsit goreng 3 porsi dan smoked chicken ball 4 porsi kak [SEP] baik kak, 3 pangsit goreng (59k) + 4 smoked chicken ball (7k) = 205k ya",pangsit goreng & smoked chicken ball,3 & 4,-1,4
mas brownies sekat kecil 10 dong kak [SEP] oke kak brownies sekat kecil harganya rp 42.000 totalnya rp 420.000,brownies sekat kecil,10,42000,2
mau es cao jumlahnya 3 [SEP] siap kak es cao 37 ribu per porsi total 111rb ya,es cao,3,37000,1
bg 7 indomie puding telur nih [SEP] oke kak indomie puding telur harganya 3.000 totalnya 21 ribu,indomie puding telur,7,3000,2
6 nasi bungkus udang sambalado ya [SEP] oke nasi bungkus udang sambalado harga 22k total 132 ribu ya kak,nasi bungkus udang sambalado,6,22000,1
nasi bakar teri 2 bungkus ya min [SEP] siap kak nasi bakar teri rp 3.000 per porsi total rp6rb ya,nasi bakar teri,2,3000,1
kak bisa pesan 9 boba sundae dong [SEP] boba sundae 37rb ya kak jadi rp333rb,boba sundae,9,37000,1
pak 9 chicken katsu dong kak [SEP] oke kak pesanannya masuk ya,chicken katsu,9,-1,3
mas 10 penyetan lele nasi dong kak [SEP] siap kak penyetan lele nasi 23k per porsi total 230rb ya,penyetan lele nasi,10,23000,1
pak esteh melati medium 4 dong [SEP] oke esteh melati medium harga 28k total rp 112.000 ya kak,esteh melati medium,4,28000,1
dolce latte 2 kak [SEP] noted kak dolce latte rp53rb per porsi totalnya rp 106.000,dolce latte,2,53000,2
2 sop buntut dong kak [SEP] oke kak sop buntut harganya 65.000 totalnya rp 130.000,sop buntut,2,65000,2
8 mie goreng telur dong [SEP] siap mie goreng telur rp 12.000 totalnya 96 ribu kak,mie goreng telur,8,12000,1
"pesan chicken shoyu ramen 5 porsi dan bihun goreng 2 porsi [SEP] siap kak, chicken shoyu ramen rp 50.000 dan bihun goreng 13rb, jadi total 276 ribu ya",chicken shoyu ramen & bihun goreng,5 & 2,-1,4
nasi udang geprek 10 bungkus ya mas [SEP] siap nasi udang geprek 21.000 totalnya 210 ribu kak,nasi udang geprek,10,21000,1
pesen olahan ikan isi ayam nya 8 porsi dong kak [SEP] baik kak,olahan ikan isi ayam,8,-1,2
bakso urat 6 ya [SEP] oke kak bakso urat harganya 3 ribu totalnya 18 ribu,bakso urat,6,3000,2
mas mau pesen 4 bayam crispy kak [SEP] bayam crispy rp 4.000 ya kak jadi 16.000,bayam crispy,4,4000,1
beli 8 kopi charcoal dong kak [SEP] siap kopi charcoal 41k totalnya rp 328.000 kak,kopi charcoal,8,41000,2
"kk pempek 4 sama mie ayam frozen 5 ya [SEP] siap kak, pempek 7rb dan mie ayam frozen 39rb, jadi total rp223rb ya",pempek & mie ayam frozen,4 & 5,-1,4
boleh pesan 8 nasi campur dong kak [SEP] siap kak nasi campur 53k per porsi total 424rb ya,nasi campur,8,53000,2
"order 1 roti goreng ayam, terus loyang ayam sedang nya 5 ya kak [SEP] oke kak roti goreng ayam 1 dan loyang ayam sedang 5, totalnya rp413rb",roti goreng ayam & loyang ayam sedang,1 & 5,-1,4
"kak mau 4 mie kuah sama 3 es lychee tea dong [SEP] siap kak, mie kuah rp74rb dan es lychee tea rp 20.000, jadi total rp356rb ya",mie kuah & es lychee tea,4 & 3,-1,4
"chicken blackpepper ramen 1 bungkus dan 5 bakso ikan goreng nih [SEP] baik kak, 1 chicken blackpepper ramen (rp 66.000) + 5 bakso ikan goreng (rp12rb) = 126 ribu ya",chicken blackpepper ramen & bakso ikan goreng,1 & 5,-1,4
bu 7 ayam penyet cabe ijo dong [SEP] siap ayam penyet cabe ijo 5k totalnya rp 35.000 kak,ayam penyet cabe ijo,7,5000,2
beli 2 flavoured latte cold ya kak [SEP] baik kak flavoured latte cold rp63rb satuan totalnya rp126rb,flavoured latte cold,2,63000,1
bang 6 chicken dong kak [SEP] noted kak chicken rp 33.000 per porsi totalnya 198 ribu,chicken,6,33000,3
boleh pesan 6 pahebat chicken burger deluxe medium kak [SEP] baik kak pahebat chicken burger deluxe medium rp14rb satuan totalnya rp 84.000,pahebat chicken burger deluxe medium,6,14000,2
bu nasi kuning 7 ya [SEP] oke kak pesanannya masuk ya,nasi kuning,7,-1,2
bang mau pesen 9 jus wortel susu kak [SEP] jus wortel susu rp 31.000 ya kak jadi 279k,jus wortel susu,9,31000,1
mau 1 teh hijau mint ya [SEP] noted kak teh hijau mint 73rb per porsi totalnya 73.000,teh hijau mint,1,73000,2
min batagor 6 dong kak [SEP] batagor 4.000 ya kak jadi 24 ribu,batagor,6,4000,2
9 indomie telur kuah goreng [SEP] indomie telur kuah goreng rp45rb ya kak jadi 405 ribu,indomie telur kuah goreng,9,45000,2
"nasi nusantara 5 bungkus dan 2 ayam penyet mini no nasi ya [SEP] siap kak, nasi nusantara rp 69.000 dan ayam penyet mini no nasi 15.000, jadi total 375rb ya",nasi nusantara & ayam penyet mini no nasi,5 & 2,-1,4
penyetan tahu tempe nasi 4 bungkus ya min [SEP] penyetan tahu tempe nasi 61rb ya kak jadi 244 ribu,penyetan tahu tempe nasi,4,61000,2
chicken chunks 2 bungkus ya min [SEP] oke chicken chunks harga 74 ribu total rp 148.000 ya kak,chicken chunks,2,74000,1
"mas sop tom yam goong koboi 3 sama pangsit mie ayam 2 ya kak [SEP] oke kak sop tom yam goong koboi 3 dan pangsit mie ayam 2, totalnya 130.000",sop tom yam goong koboi & pangsit mie ayam,3 & 2,-1,4
kak mau order 3 nasi ayam kulit crispy [SEP] baik kak nasi ayam kulit crispy 47rb satuan totalnya rp141rb,nasi ayam kulit crispy,3,47000,3
boleh pesan 2 mie aceh cumi dong [SEP] oke kak mie aceh cumi harganya 45.000 totalnya 90.000,mie aceh cumi,2,45000,2
sop saudara masakan 5 bungkus ya bang [SEP] oke sop saudara masakan harga 73 ribu total 365rb ya kak,sop saudara masakan,5,73000,2
pak spicy chicken wings 4 kak [SEP] noted kak spicy chicken wings 11 ribu per porsi totalnya rp44rb,spicy chicken wings,4,11000,1
kak mau order 6 nasi goreng bscoffee ya [SEP] siap kak nasi goreng bscoffee 61 ribu per porsi total 366rb ya,nasi goreng bscoffee,6,61000,1
mau 2 mie dower goreng sosis ya [SEP] siap kak mie dower goreng sosis rp 48.000 per porsi total 96rb ya,mie dower goreng sosis,2,48000,2
kak mau order 1 coto mangkasara sapi masakan kak [SEP] oke coto mangkasara sapi masakan harga rp 4.000 total rp4rb ya kak,coto mangkasara sapi masakan,1,4000,2
minta 6 nasi cumi asam manis kak [SEP] siap kak nasi cumi asam manis 19 ribu per porsi total 114rb ya,nasi cumi asam manis,6,19000,1
10 ubi goreng krenyess ala mami ya [SEP] baik kak,ubi goreng krenyess ala mami,10,-1,3
"bihun kuah seafood 4 bungkus dan 4 matcha latte cold [SEP] siap kak, bihun kuah seafood rp60rb dan matcha latte cold 15k, jadi total 300.000 ya",bihun kuah seafood & matcha latte cold,4 & 4,-1,4
"pesen 5 chicken wings dan 4 mie kroyok pacar [SEP] noted kak chicken wings 5 porsi 50 ribu sama mie kroyok pacar 4 porsi 24k, total 346k",chicken wings & mie kroyok pacar,5 & 4,-1,4
kk bisa pesan 2 ayam geprek tanpa nasi dong kak [SEP] baik kak ayam geprek tanpa nasi 30rb satuan totalnya 60k,ayam geprek tanpa nasi,2,30000,1
"mas ayam clbk dada 4 sama matcha frappe latte 3 dong [SEP] noted kak ayam clbk dada 4 porsi 32rb sama matcha frappe latte 3 porsi rp 47.000, total 269k",ayam clbk dada & matcha frappe latte,4 & 3,-1,4
mbak 3 esteh red velvet medium kak [SEP] esteh red velvet medium 67k ya kak jadi rp201rb,esteh red velvet medium,3,67000,2
mas order nasi bungkus usus 6 ya kak [SEP] oke siap kak,nasi bungkus usus,6,-1,2
mau coffee choholatte jumlahnya 2 kak [SEP] oke coffee choholatte harga 63rb total 126.000 ya kak,coffee choholatte,2,63000,1
min bakso kosong 8 ya [SEP] siap kak bakso kosong 70.000 per porsi total 560k ya,bakso kosong,8,70000,1
5 burger barbar chicken nih [SEP] sip burger barbar chicken harga rp 4.000 ttl 20k ya kak,burger barbar chicken,5,4000,3
"order 2 tahu penyet, terus bihun sedap siantar sayur nya 3 kak [SEP] siap kak, tahu penyet 4rb dan bihun sedap siantar sayur rp48rb, jadi total rp152rb ya",tahu penyet & bihun sedap siantar sayur,2 & 3,-1,4
7 mie kuah biasa kak [SEP] siap kak mie kuah biasa 38rb per porsi total 266k ya,mie kuah biasa,7,38000,1
pesen iced flavored latte nya 7 porsi [SEP] siap kak iced flavored latte 7rb per porsi total 49.000 ya,iced flavored latte,7,7000,2
min ayam saus tiram 10 ya [SEP] noted kak ditunggu ya,ayam saus tiram,10,-1,1
kk order brownies panggang 6 ya [SEP] oke noted,brownies panggang,6,-1,1
beli 6 sop ampela nih [SEP] noted kak sop ampela 52k per porsi totalnya rp 312.000,sop ampela,6,52000,1
min order kupie susu 1 dong [SEP] baik kak kupie susu rp 21.000 satuan totalnya rp21rb,kupie susu,1,21000,3
kak mau order 4 tahu bakso original ya [SEP] siap tahu bakso original rp 20.000 totalnya rp 80.000 kak,tahu bakso original,4,20000,2
mbak maw pesen 2 empal tempe penyet ya [SEP] baik kak empal tempe penyet 69k satuan totalnya rp 138.000,empal tempe penyet,2,69000,3
chicken patty doger 8 bungkus ya kak [SEP] siap kak chicken patty doger rp 62.000 per porsi ttl 496.000 ya,chicken patty doger,8,62000,3
"kk pesen 5 nasi timbel dan 3 konro nih [SEP] oke kak nasi timbel 5 dan konro 3, totalnya 281rb",nasi timbel & konro,5 & 3,-1,4
"mbak pesen 3 ayam lada hitam dan 4 indomie kuahgoreng kak [SEP] noted kak ayam lada hitam 3 porsi 5 ribu sama indomie kuahgoreng 4 porsi 17k, total 83.000",ayam lada hitam & indomie kuahgoreng,3 & 4,-1,4
pesan 4 bakso spesial dong [SEP] siap bakso spesial rp 49.000 totalnya 196.000 kak,bakso spesial,4,49000,1
"kak mau 3 coto makassar sama 4 bursay burger sapi ayam [SEP] oke kak coto makassar 3 dan bursay burger sapi ayam 4, totalnya 401 ribu",coto makassar & bursay burger sapi ayam,3 & 4,-1,4
min 1 nasi babat sapi nih [SEP] oke kak nasi babat sapi harganya 63k totalnya 63rb,nasi babat sapi,1,63000,1
mbak sei ayam raja rempah 4 ya [SEP] sei ayam raja rempah 62 ribu ya kak jadi 248.000,sei ayam raja rempah,4,62000,2
pesen nasi babat goreng nya 4 porsi [SEP] baik kak nasi babat goreng rp41rb satuan totalnya 164k,nasi babat goreng,4,41000,1
"paranoid chicken wings 3 bungkus dan 4 es kopi susu milo kak [SEP] siap kak, paranoid chicken wings rp55rb dan es kopi susu milo 45k, jadi total 345k ya",paranoid chicken wings & es kopi susu milo,3 & 4,-1,4
"pak ayam bumbu laos ekor 2 sama bakso ikan goreng 4 [SEP] noted kak ayam bumbu laos ekor 2 porsi 29.000 sama bakso ikan goreng 4 porsi rp 61.000, total 302 ribu",ayam bumbu laos ekor & bakso ikan goreng,2 & 4,-1,4
"bakso malang 2 sama ayam saos thailand 4 dong [SEP] noted kak bakso malang 2 porsi rp49rb sama ayam saos thailand 4 porsi 15rb, total 158k",bakso malang & ayam saos thailand,2 & 4,-1,4
minta 7 ayam gobyos tanpa nasi [SEP] oke ayam gobyos tanpa nasi harga 36k total rp 252.000 ya kak,ayam gobyos tanpa nasi,7,36000,2
nasi merah 2 dong kak [SEP] siap nasi merah 54k totalnya 108.000 kak,nasi merah,2,54000,1
kak mau order 3 chicken wings crush garlic dong [SEP] chicken wings crush garlic 66 ribu ya kak jadi 198 ribu,chicken wings crush garlic,3,66000,1
pesan 6 combo ayam geprek original dong [SEP] siap kak combo ayam geprek original 65k per porsi total rp390rb ya,combo ayam geprek original,6,65000,2
nasi penyet lele 8 bungkus ya [SEP] oke kak nasi penyet lele harganya 68k totalnya 544k,nasi penyet lele,8,68000,1
10 mie aceh tumis sifood [SEP] oke mie aceh tumis sifood harga 31.000 total 310.000 ya kak,mie aceh tumis sifood,10,31000,2
mau ayam pokpok jumlahnya 10 dong [SEP] siap ayam pokpok 38 ribu totalnya 380.000 kak,ayam pokpok,10,38000,2
mau 1 bakwan siomay penyet kak [SEP] siap bakwan siomay penyet 65 ribu totalnya 65 ribu kak,bakwan siomay penyet,1,65000,1
pesan 9 hot kopi sus ya kak [SEP] oke noted,hot kopi sus,9,-1,3
"pesan mie sop ayam 1 porsi dan chicken mushroom 2 porsi nih [SEP] siap kak, mie sop ayam rp75rb dan chicken mushroom 58rb, jadi total 191rb ya",mie sop ayam & chicken mushroom,1 & 2,-1,4
nasi chasio jumbo 6 bungkus ya kak [SEP] oke nasi chasio jumbo harga 28rb total 168rb ya kak,nasi chasio jumbo,6,28000,3
boleh pesan 4 nasi kuning telur kak [SEP] noted kak nasi kuning telur 64 ribu per porsi totalnya 256k,nasi kuning telur,4,64000,1
mau nasi bebek goreng serundeng jumlahnya 5 kak [SEP] baik kak,nasi bebek goreng serundeng,5,-1,1
min bisa pesan 4 ifumie goreng telur ya kak [SEP] noted kak ifumie goreng telur rp47rb per porsi totalnya 188rb,ifumie goreng telur,4,47000,1
pesan 8 mie spicy chicken korea soup dong [SEP] baik kak mie spicy chicken korea soup 9.000 satuan totalnya 72k,mie spicy chicken korea soup,8,9000,2
boleh pesan 2 brown sugar boba dong [SEP] baik kak brown sugar boba 64 ribu satuan totalnya 128rb,brown sugar boba,2,64000,1
kk 3 tahu susu original dong [SEP] tahu susu original 58.000 ya kak jadi 174 ribu,tahu susu original,3,58000,1
kak mau order 4 bakpao ayam kecap nih [SEP] noted kak bakpao ayam kecap 32k per porsi totalnya 128 ribu,bakpao ayam kecap,4,32000,3
bg mau pesen 10 es lemon tea dong [SEP] siap kak es lemon tea rp 6.000 per porsi total 60rb ya,es lemon tea,10,6000,2
boleh pesan 5 katsu penyet ya kak [SEP] siap kak katsu penyet 13.000 per porsi total rp 65.000 ya,katsu penyet,5,13000,2
bu mau pesen 3 bihun seafood [SEP] oke kak bihun seafood harganya rp 34.000 totalnya 102 ribu,bihun seafood,3,34000,1
kak mau order 1 ayam geprek sambal bawang [SEP] siap ayam geprek sambal bawang rp58rb totalnya 58 ribu kak,ayam geprek sambal bawang,1,58000,1
kak order nasi gurih telur 9 dong [SEP] nasi gurih telur rp 23.000 ya kak jadi 207 ribu,nasi gurih telur,9,23000,2
kak mau order 1 passion fruit tea nih [SEP] baik kak passion fruit tea 34rb satuan totalnya 34rb,passion fruit tea,1,34000,2
5 nasi penyet terong dong [SEP] baik kak,nasi penyet terong,5,-1,1
7 chicken yakiniku rice bowl kak [SEP] oke siap kak,chicken yakiniku rice bowl,7,-1,2
beli 1 dimsum goreng lumpia galau [SEP] siap kak dimsum goreng lumpia galau 34rb per porsi total 34rb ya,dimsum goreng lumpia galau,1,34000,3
kak mau pesen 3 chicken chunks dong [SEP] oke siap kak,chicken chunks,3,-1,3
"order 4 nasi goreng kampung, terus gochujang chicken nya 4 dong kak [SEP] noted kak nasi goreng kampung 4 porsi 47 ribu sama gochujang chicken 4 porsi 69rb, total 464.000",nasi goreng kampung & gochujang chicken,4 & 4,-1,4
9 teh sisri gula batu ya kak [SEP] oke teh sisri gula batu harga 31k total 279 ribu ya kak,teh sisri gula batu,9,31000,2
mau ekstra kopi jumlahnya 6 dong kak [SEP] baik kak ekstra kopi 59k satuan totalnya rp354rb,ekstra kopi,6,59000,2
mau es teh manis jumlahnya 3 kak [SEP] oke kak es teh manis harganya 64rb totalnya 192rb,es teh manis,3,64000,2
boleh pesan 3 ayam goreng basil dong [SEP] oke ayam goreng basil harga 48k total rp 144.000 ya kak,ayam goreng basil,3,48000,1
pesen tahu tempe telur terong penyet nya 6 porsi dong [SEP] baik kak tahu tempe telur terong penyet 12 ribu satuan totalnya rp 72.000,tahu tempe telur terong penyet,6,12000,1
10 kwetiau kungfu biasa dong kak [SEP] noted kak ditunggu ya,kwetiau kungfu biasa,10,-1,2
ice hezelnut latte 4 bungkus ya kk [SEP] siap ice hezelnut latte rp 42.000 totalnya 168rb kak,ice hezelnut latte,4,42000,1
kak i fu mie 7 dong [SEP] siap kak,i fu mie,7,-1,3
indomie kuah 7 bungkus ya ceu [SEP] indomie kuah 32.000 ya kak jadi rp 224.000,indomie kuah,7,32000,3
bakso keju urat 1 bungkus ya min [SEP] bakso keju urat 72 ribu ya kak jadi 72rb,bakso keju urat,1,72000,2
bu mau pesen 8 nasi penyetan mujair dong kak [SEP] siap nasi penyetan mujair 62k totalnya 496 ribu kak,nasi penyetan mujair,8,62000,2
minta 8 mie special nongki ya kak,mie special nongki,8,-1,2
"pesan nasi kepala bebek goreng 2 porsi dan nila penyet nasi 2 porsi nih [SEP] oke kak nasi kepala bebek goreng 2 dan nila penyet nasi 2, totalnya 232 ribu",nasi kepala bebek goreng & nila penyet nasi,2 & 2,-1,4
kak mau order 2 nasi goreng merah biasa dong [SEP] siap kak nasi goreng merah biasa 25.000 per porsi total 50rb ya,nasi goreng merah biasa,2,25000,2
nasi soto campur 6 bungkus ya bg [SEP] siap nasi soto campur rp64rb totalnya rp 384.000 kak,nasi soto campur,6,64000,1
kk nasi nusantara 3 ya [SEP] noted kak ditunggu ya,nasi nusantara,3,-1,2
nasi cumi asam manis 9 bungkus ya [SEP] baik kak nasi cumi asam manis 11 ribu satuan totalnya 99.000,nasi cumi asam manis,9,11000,2
pesen roti bakso ayam nya 1 porsi ya [SEP] siap roti bakso ayam rp 32.000 totalnya 32rb kak,roti bakso ayam,1,32000,2
beli 6 jeruk es jeruk kak [SEP] jeruk es jeruk rp58rb ya kak jadi 348rb,jeruk es jeruk,6,58000,1
kak mau pesen 8 smoked chicken fillet bbq ya [SEP] oke kak pesanannya masuk ya,smoked chicken fillet bbq,8,-1,1
kak order nasi ikan mujair 4 kak [SEP] noted kak nasi ikan mujair 61rb per porsi totalnya 244k,nasi ikan mujair,4,61000,2
beli 3 nasi goreng cbrawit nih [SEP] siap kak nasi goreng cbrawit 31 ribu per porsi total rp 93.000 ya,nasi goreng cbrawit,3,31000,2
kerupuk 10 bungkus ya kak [SEP] kerupuk rp 72.000 ya kak jadi 720 ribu,kerupuk,10,72000,1
kak mau order 9 es permen karet suroboyo small dong kak [SEP] es permen karet suroboyo small rp60rb ya kak jadi 540k,es permen karet suroboyo small,9,60000,2
"kak nasi goreng kusut 3 sama nasi goreng putih biasa 5 nih [SEP] noted kak nasi goreng kusut 3 porsi 15rb sama nasi goreng putih biasa 5 porsi rp33rb, total 210k",nasi goreng kusut & nasi goreng putih biasa,3 & 5,-1,4
bg bisa pesan 8 teh manis dong kak [SEP] siap kak teh manis 56k per porsi total 448k ya,teh manis,8,56000,1
min bisa pesan 3 chicken mushroom [SEP] oke chicken mushroom harga rp 12.000 total 36k ya kak,chicken mushroom,3,12000,2
kk order nasi nila saos tiram 5 dong kak [SEP] nasi nila saos tiram 27.000 ya kak jadi 135 ribu,nasi nila saos tiram,5,27000,1
kak mau pesen 9 kepala ayam bacem [SEP] oke kak pesanannya masuk ya,kepala ayam bacem,9,-1,1
pesen nasi goreng biasa nya 7 porsi kak [SEP] oke noted,nasi goreng biasa,7,-1,1
boleh pesan 2 gorengan penyet dong [SEP] baik kak gorengan penyet 64k satuan totalnya 128.000,gorengan penyet,2,64000,2
pesan 7 nasi babat sapi dong [SEP] oke siap kak,nasi babat sapi,7,-1,2
mas iso order 3 loyang ayam sedang nih [SEP] siap kak loyang ayam sedang 31rb per porsi ttl rp93rb ya,loyang ayam sedang,3,31000,3
pesan 1 nasi goreng special nongki ya kak [SEP] nasi goreng special nongki 40k ya kak jadi 40 ribu,nasi goreng special nongki,1,40000,1
"pak pesen 4 mie ranjau dan 3 es durian original ya [SEP] oke kak mie ranjau 4 dan es durian original 3, totalnya rp 362.000",mie ranjau & es durian original,4 & 3,-1,4
"mas nasi bungkus udang sambal pete 2 sama tex mex chicken quesadillas 5 nih [SEP] oke kak nasi bungkus udang sambal pete 2 dan tex mex chicken quesadillas 5, totalnya 109 ribu",nasi bungkus udang sambal pete & tex mex chicken quesadillas,2 & 5,-1,4
bang bisa pesan 10 french fries bbq nih [SEP] oke kak french fries bbq harganya rp28rb totalnya 280 ribu,french fries bbq,10,28000,2
"bg teh sisri gula batu 3 sama sop saudara masakan 3 ya [SEP] baik kak, 3 teh sisri gula batu (31.000) + 3 sop saudara masakan (6rb) = 111.000 ya",teh sisri gula batu & sop saudara masakan,3 & 3,-1,4
"mau 1 ayam penyet sambal ijo sama 1 ayam hati segar kak [SEP] noted kak ayam penyet sambal ijo 1 porsi 45k sama ayam hati segar 1 porsi 43k, total rp 88.000",ayam penyet sambal ijo & ayam hati segar,1 & 1,-1,4
bang order bebek goreng tanpa nasi 5 dong [SEP] noted kak bebek goreng tanpa nasi 45 ribu per porsi totalnya rp225rb,bebek goreng tanpa nasi,5,45000,1
kak mau order 7 crispy chicken double kak [SEP] siap kak crispy chicken double 20.000 per porsi total 140.000 ya,crispy chicken double,7,20000,1
bg mau pesen 10 es timun nih [SEP] siaap kak es timun 28rb per porsi ttl 280.000 ya,es timun,10,28000,3
bang 4 indomie goreng original [SEP] indomie goreng original rp 13.000 ya kak jadi 52rb,indomie goreng original,4,13000,2
mau telur ayam kampung jumlahnya 5 nih [SEP] oke noted,telur ayam kampung,5,-1,3
mau es beng beng jumlahnya 4 [SEP] oke kak es beng beng harganya 12 ribu totalnya 48 ribu,es beng beng,4,12000,2
minta 10 bakso aci sosis nih [SEP] oke kak bakso aci sosis harganya rp34rb totalnya rp 340.000,bakso aci sosis,10,34000,2
kk thai tea non boba 6 kak [SEP] oke thai tea non boba harga 16.000 total 96 ribu ya kak,thai tea non boba,6,16000,2
kak order bebek penyet nasi 1 [SEP] siap bebek penyet nasi 65.000 totalnya 65.000 kak,bebek penyet nasi,1,65000,2
bg order cumi goreng tepung 4 ya kak [SEP] oke kak cumi goreng tepung harganya rp74rb totalnya rp 296.000,cumi goreng tepung,4,74000,1
boleh pesan 1 sistagor sosis kentang goreng dong kak [SEP] oke kak sistagor sosis kentang goreng harganya 17k totalnya rp 17.000,sistagor sosis kentang goreng,1,17000,2
mau 1 kopi susu cold l [SEP] noted kak kopi susu cold l 62 ribu per porsi totalnya rp62rb,kopi susu cold l,1,62000,2
mau chicken cordon bleu jumlahnya 8 dong kak [SEP] oke kak chicken cordon bleu harganya 25.000 totalnya rp 200.000,chicken cordon bleu,8,25000,2
beli 9 empal udang penyet [SEP] oke empal udang penyet harga 38.000 total 342 ribu ya kak,empal udang penyet,9,38000,2
kak order pepes daun ubi 2 ya kak [SEP] oke siap kak,pepes daun ubi,2,-1,3
mau pesen 3 nasi furikake dong [SEP] nasi furikake rp8rb ya kak jadi 24 ribu,nasi furikake,3,8000,1
"order 5 ayam bakar jumbo nasi, terus milo latte nya 1 ya [SEP] siap kak, ayam bakar jumbo nasi rp43rb dan milo latte 21rb, jadi total 236 ribu ya",ayam bakar jumbo nasi & milo latte,5 & 1,-1,4
kk siomay moza 8 dong kak [SEP] siomay moza 55.000 ya kak jadi 440rb,siomay moza,8,55000,1
